engine_type,multi_engine,tp_mods,shp,length,height,wing_span,fw,mew,auw,vmax,vcruise,vstall,hmax,hmax_one,roc,vlo,vl,range
Piston,Unknown,False,300.0,26.33333333,7.333333333,34.16666667,455.6,2185.0,3325.0,181.0,176.0,61.0,20000.0,Unknown,1210.0,1420.0,1340.0,550.0
Piston,Unknown,False,300.0,26.33333333,7.333333333,34.16666667,402.0,2217.0,3325.0,166.0,163.0,61.0,17000.0,Unknown,1085.0,1420.0,1340.0,550.0
Piston,Unknown,False,300.0,23.58333333,7.416666667,34.16666667,388.6,1900.0,3200.0,167.0,163.0,54.0,21000.0,Unknown,1840.0,890.0,1050.0,550.0
Piston,Unknown,False,260.0,23.5,6.416666667,34.16666667,388.6,1750.0,3000.0,181.0,177.0,54.0,22500.0,Unknown,1500.0,990.0,825.0,639.0
Piston,Unknown,False,230.0,22.75,6.166666667,34.16666667,268.0,1640.0,2700.0,179.0,170.0,42.0,20000.0,Unknown,1400.0,1025.0,1150.0,452.0
Piston,Unknown,False,190.0,23.0,6.166666667,34.16666667,268.0,1575.0,2600.0,174.0,157.0,38.0,21500.0,Unknown,1250.0,1270.0,1025.0,435.0
Piston,Unknown,False,150.0,21.16666667,6.166666667,34.16666667,268.0,1520.0,2100.0,147.0,130.0,38.0,19500.0,Unknown,1100.0,1350.0,975.0,591.0
Jet,True,False,,111.0,27.0,104.0,47450.0,61700.0,114850.0,616.975,566.95,,51000.0,25000.0,1850.0,,,7700.0
Jet,True,False,,99.41666667,25.5,94.0,45050.0,52230.0,99500.0,600.3,566.95,,51000.0,20500.0,1762.0,,,6600.0
Jet,True,False,,96.83333333,25.5,94.0,39250.0,50861.0,92500.0,600.3,566.95,,51000.0,20600.0,2056.0,,,5900.0
Jet,True,False,,99.41666667,25.5,94.0,44975.0,51200.0,98000.0,593.63,566.95,,51000.0,18000.0,,,,6190.0
Jet,Unknown,False,,58.58333333,14.58333333,43.66666667,,13922.0,22750.0,458.0,,,51000.0,Unknown,,5360.0,3750.0,2740.0
Jet,Unknown,False,,55.08333333,14.66666667,43.75,6690.0,12622.0,21000.0,455.0,,,51000.0,Unknown,,4900.0,3100.0,
Jet,Unknown,False,,99.41666667,25.5,94.0,45050.0,52230.0,99750.0,593.63,566.95,,51000.0,Unknown,,,,6000.0
Jet,Unknown,False,,55.08333333,14.66666667,43.75,7049.0,12686.0,21500.0,455.0,,,51000.0,Unknown,,5150.0,3100.0,
Jet,True,False,,96.83333333,25.5,94.0,36000.0,50830.0,98000.0,593.63,566.95,,51000.0,20600.0,,,,4800.0
Jet,True,False,,87.83333333,20.41666667,69.58333333,18305.0,34167.0,53000.0,533.6,513.59,,41000.0,19370.0,,,,3044.0
Jet,Unknown,False,,55.08333333,14.66666667,43.75,7707.0,12816.0,21500.0,455.0,,,51000.0,Unknown,,5150.0,3100.0,
Jet,True,False,,55.08333333,14.66666667,43.75,6707.0,12135.0,21500.0,455.0,417.0,,51000.0,Unknown,4059.0,5600.0,3300.0,1715.0
Jet,True,False,,68.41666667,20.66666667,64.33333333,16665.0,20485.0,43250.0,,442.0,103.0,41000.0,27000.0,4443.0,5400.0,3300.0,
Jet,True,False,,68.41666667,20.66666667,61.83333333,16665.0,19950.0,43250.0,480.0,442.0,,41000.0,24000.0,4200.0,5400.0,3300.0,3391.0
Jet,True,False,,55.08333333,14.66666667,43.75,6707.0,12130.0,19500.0,457.0,,,51000.0,Unknown,4380.0,4540.0,3109.0,1715.0
Jet,Unknown,False,,57.5,15.08333333,53.5,6062.0,13743.0,21750.0,540.27,526.93,,51000.0,Unknown,,,,2098.0
Jet,True,False,,68.41666667,20.66666667,61.83333333,14890.0,18660.0,41400.0,480.0,442.0,,41000.0,24000.0,3400.0,5700.0,3300.0,2991.0
Jet,Unknown,False,,57.5,15.08333333,53.5,6062.0,,20750.0,540.27,526.93,,51000.0,Unknown,,,,2102.0
Jet,Unknown,False,,68.41666667,20.66666667,64.33333333,20000.0,,47700.0,,459.0,,41000.0,Unknown,,,,
Jet,Unknown,False,,55.41666667,15.08333333,53.5,5300.0,,20600.0,540.27,526.93,,51000.0,Unknown,,,,1803.0
Jet,True,False,,68.41666667,20.66666667,64.33333333,20000.0,26985.0,48300.0,546.94,533.6,,41000.0,20000.0,,,,4045.0
Jet,True,False,,68.41666667,20.66666667,64.33333333,20000.0,27150.0,48200.0,566.95,533.6,,41000.0,20000.0,1762.0,,,4000.0
Jet,Unknown,False,,73.25,22.75,70.0,14100.0,23350.0,38650.0,470.0,459.0,,45000.0,Unknown,,,,3100.0
Jet,True,False,,48.66666667,12.25,39.5,7400.0,9838.0,18300.0,491.0,460.0,99.0,45000.0,23500.0,4340.0,4972.0,3075.0,2289.0
Jet,True,False,,68.66666667,20.0,69.0,14150.0,24800.0,40600.0,553.61,533.6,,45000.0,27800.0,2643.0,,,3200.0
Jet,True,False,,48.58333333,12.25,39.41666667,7431.0,8802.0,17000.0,477.0,441.0,105.0,45000.0,24600.0,5100.0,4080.0,3105.0,2289.0
Jet,True,False,,58.0,14.0,50.91666667,6062.0,13890.0,21500.0,465.0,447.0,,51000.0,27900.0,2467.0,,,2040.0
Jet,True,False,,48.66666667,12.25,39.5,6198.0,9838.0,18300.0,471.0,460.0,99.0,45000.0,25300.0,4760.0,4972.0,3075.0,1818.0
Jet,True,False,,48.58333333,12.25,39.41666667,6171.0,8762.0,17000.0,477.0,441.0,105.0,45000.0,24600.0,5100.0,4080.0,3105.0,1818.0
Jet,Unknown,False,,48.66666667,12.25,43.75,4110.0,9857.0,15500.0,447.0,,,51000.0,Unknown,,2950.0,2800.0,
Jet,Unknown,False,,47.58333333,12.25,43.75,5373.0,8157.0,15000.0,478.0,441.0,79.0,47900.0,Unknown,6110.0,2880.0,2220.0,1546.0
Jet,Unknown,False,,47.58333333,12.25,43.75,4704.0,8195.0,15000.0,475.0,441.0,79.0,48800.0,Unknown,6350.0,2630.0,2220.0,1450.0
Jet,True,False,,47.58333333,12.25,35.58333333,6594.0,8250.0,16300.0,,464.0,,51000.0,25700.0,5720.0,4893.0,2728.0,1450.0
Jet,True,False,,47.58333333,12.25,35.58333333,6098.0,7950.0,15000.0,464.0,459.0,97.0,51000.0,23500.0,6830.0,3937.0,2817.0,1431.0
Jet,True,False,,47.5,12.25,35.58333333,6098.0,7355.0,15000.0,464.0,441.0,104.0,45000.0,24500.0,6050.0,5186.0,3090.0,1450.0
Jet,True,False,,47.5,12.25,35.58333333,7464.0,7233.0,15000.0,464.0,441.0,104.0,45000.0,24500.0,6050.0,5186.0,3090.0,1525.0
Jet,True,False,,47.5,12.5,35.5,6098.0,7206.0,15000.0,477.0,442.0,90.0,45000.0,24500.0,6050.0,5186.0,2703.0,1385.0
Jet,True,False,,43.25,12.25,35.5,5628.0,7130.0,13500.0,475.0,441.0,88.0,45000.0,27000.0,7100.0,3297.0,2873.0,1001.0
Jet,True,False,,43.25,12.25,35.5,4791.0,7025.0,12900.0,477.0,441.0,88.0,45000.0,28500.0,7220.0,3000.0,2789.0,730.0
Jet,True,False,,43.25,12.25,35.58333333,5628.0,6988.0,13500.0,464.0,441.0,99.0,45000.0,26000.0,6800.0,3917.0,2800.0,1001.0
Jet,True,False,,43.25,12.5,35.5,5628.0,6803.0,13500.0,477.0,442.0,87.0,45000.0,26000.0,6800.0,3917.0,2703.0,1001.0
Jet,True,False,,43.25,12.5,35.5,4790.5,6519.0,12500.0,461.0,442.0,88.0,45000.0,28500.0,6900.0,3370.0,2850.0,1385.0
Jet,True,False,,43.25,12.58333333,35.58333333,5587.8,6927.0,13500.0,474.0,437.0,88.0,45000.0,26000.0,6300.0,3100.0,3307.0,1001.0
Jet,True,False,,43.16666667,12.5,35.58333333,5674.9,7090.0,13000.0,469.0,417.0,90.0,41000.0,26000.0,6300.0,3100.0,3350.0,1100.0
Jet,True,False,,43.16666667,12.0,35.58333333,5547.6,6700.0,12500.0,488.0,423.0,89.0,41000.0,26000.0,6900.0,2940.0,2800.0,1000.0
Jet,True,False,,73.16666667,19.41666667,68.91666667,14500.0,23600.0,39500.0,560.28,483.0,,45000.0,28420.0,2550.0,,,3500.0
Jet,True,False,,72.16666667,18.75,63.75,13000.0,21400.0,35700.0,613.64,511.0,,51000.0,26000.0,3720.0,5710.0,3820.0,3250.0
Jet,True,False,,73.58333333,19.25,69.16666667,12931.0,22131.0,36600.0,528.0,470.0,,51000.0,Unknown,3650.0,,,3460.0
Jet,True,False,,63.41666667,20.25,72.25,11394.0,18231.0,30775.0,533.6,448.0,,47000.0,29740.0,2846.0,,,3452.0
Jet,True,False,,63.58333333,20.41666667,63.33333333,11216.0,17750.0,30300.0,533.6,446.0,,47000.0,27560.0,,,2650.0,2664.0
Jet,True,False,,62.25,20.91666667,72.33333333,11394.0,18656.0,30800.0,533.6,446.0,,45000.0,27620.0,3800.0,,,2700.0
Jet,True,False,,55.41666667,16.66666667,53.41666667,7385.0,13700.0,22450.0,566.95,476.0,97.0,51000.0,23000.0,4442.0,4690.0,2910.0,2300.0
Jet,True,False,,51.83333333,17.16666667,56.33333333,6740.0,12600.0,20200.0,500.25,354.0,,45000.0,28600.0,2460.0,,,1724.0
Jet,True,False,,55.41666667,16.66666667,53.41666667,7385.0,12775.0,22000.0,473.0,,97.0,51000.0,Unknown,1520.0,5150.0,2900.0,2345.0
Jet,True,False,,55.5,16.75,53.5,7384.0,11811.0,22000.0,472.0,461.0,97.0,51000.0,23500.0,3699.0,5030.0,2900.0,2600.0
Jet,True,False,,55.5,17.25,53.5,7384.0,11720.0,21000.0,472.0,,89.0,51000.0,23500.0,3909.0,4710.0,2560.0,2600.0
Jet,True,False,,51.83333333,17.16666667,55.66666667,6590.0,11310.0,19200.0,506.92,429.0,82.0,,32012.0,3090.0,3460.0,3315.0,2027.0
Jet,Unknown,False,,48.75,15.16666667,54.08333333,5440.0,9977.0,16830.0,503.585,427.0,83.0,45000.0,Unknown,4500.0,,,1970.0
Jet,True,False,,48.91666667,15.0,52.16666667,5771.0,9550.0,16300.0,506.92,430.0,82.0,,26000.0,4230.0,3180.0,2800.0,1960.0
Jet,Unknown,False,,48.91666667,15.0,52.16666667,5820.0,8950.0,15900.0,,425.0,85.0,45000.0,Unknown,,3160.0,2920.0,
Jet,True,False,,47.16666667,15.0,52.16666667,4860.0,8925.0,14800.0,466.9,401.0,86.0,,27750.0,3195.0,3600.0,3180.0,1900.0
Jet,True,False,,47.16666667,15.0,52.16666667,5820.0,8049.0,15000.0,,403.0,82.0,43000.0,25000.0,3000.0,3240.0,3050.0,2104.0
Jet,True,False,,47.16666667,15.0,52.16666667,5008.0,7706.0,14100.0,,385.0,,,25200.0,3050.0,3450.0,2414.0,
Jet,True,False,,47.16666667,15.0,52.16666667,5008.0,7388.0,13300.0,,385.0,82.0,43000.0,25200.0,3370.0,2990.0,2270.0,1930.0
Jet,True,False,,47.16666667,15.0,52.16666667,5009.0,7181.0,12500.0,,385.0,82.0,43000.0,27200.0,3625.0,2650.0,2210.0,2104.0
Jet,True,False,,50.16666667,15.16666667,53.33333333,4710.0,8300.0,13870.0,491.579,351.0,,45000.0,26250.0,2460.0,,2770.0,1875.0
Jet,True,False,,47.66666667,14.0,49.0,3930.0,7725.0,12500.0,491.579,356.0,86.0,45000.0,23800.0,4120.0,,,1613.0
Jet,True,False,,47.66666667,14.0,49.0,3930.0,7715.0,12375.0,480.24,352.0,,45000.0,21500.0,,,,1550.0
Jet,True,False,,42.58333333,13.75,46.91666667,3220.0,6765.0,10700.0,473.57,353.0,83.0,41000.0,21200.0,3290.0,,,1300.0
Jet,True,False,,42.58333333,13.75,46.91666667,3220.0,6770.0,10600.0,473.57,329.0,,41000.0,21200.0,,,,1248.0
Jet,True,False,,42.5,13.58333333,46.66666667,3220.0,6550.0,10400.0,473.57,380.0,85.0,41000.0,23000.0,3311.0,3080.0,2750.0,1485.0
Jet,Unknown,False,,40.58333333,13.41666667,43.16666667,,,,340.0,,,41000.0,Unknown,,,,1150.0
Jet,True,False,,43.5,14.33333333,47.08333333,3807.0,6631.0,11850.0,,357.0,82.0,41000.0,21000.0,2719.0,2930.0,2270.0,1325.0
Jet,True,False,,43.5,14.33333333,47.08333333,3780.0,6684.0,11850.0,,351.0,,41000.0,21000.0,2680.0,2930.0,2270.0,1325.0
Jet,True,False,,43.5,14.33333333,43.91666667,3780.0,6454.0,11500.0,,348.0,85.0,41000.0,18300.0,2900.0,2660.0,2300.0,1308.0
Jet,True,False,,43.5,14.33333333,43.75,3618.0,6350.0,10850.0,,348.0,84.0,35000.0,21000.0,2900.0,2550.0,2310.0,1064.0
Propjet,True,False,625.0,39.0,13.16666667,49.33333333,3182.5,5682.0,9850.0,295.0,283.0,76.0,35000.0,21380.0,2435.0,2465.0,1875.0,2193.0
Propjet,True,False,450.0,35.83333333,12.58333333,44.08333333,2452.2,4948.0,8600.0,263.0,,84.0,33400.0,17200.0,1861.0,2490.0,2150.0,1248.0
Propjet,True,False,450.0,35.83333333,12.58333333,44.08333333,2452.2,4915.0,8200.0,263.0,250.0,79.0,34700.0,18500.0,2027.0,2341.0,2145.0,1461.0
Piston,True,False,375.0,36.41666667,12.91666667,41.08333333,1427.1,5048.0,7450.0,257.0,241.0,74.0,30200.0,14900.0,1940.0,2323.0,2293.0,1197.0
Piston,True,False,375.0,36.08333333,11.5,41.75,1172.5,4426.0,7450.0,245.0,235.0,74.0,31000.0,13000.0,1850.0,2387.0,2178.0,845.0
Piston,True,False,375.0,33.66666667,11.33333333,39.75,1172.5,4252.0,6840.0,240.0,227.0,76.0,26000.0,13340.0,1700.0,2516.0,2110.0,826.0
Piston,True,False,375.0,33.41666667,11.33333333,39.75,1139.0,4237.0,6800.0,240.0,222.0,76.0,26000.0,13340.0,1700.0,2516.0,2110.0,826.0
Piston,True,False,310.0,36.33333333,11.41666667,44.08333333,1427.1,4543.0,6750.0,235.0,224.0,72.0,30800.0,19850.0,1520.0,2595.0,2393.0,1099.0
Piston,True,False,310.0,33.75,11.66666667,39.91666667,683.4,4039.0,6350.0,239.0,224.0,70.0,30100.0,11350.0,1580.0,2350.0,1865.0,1090.0
Piston,True,False,340.0,33.41666667,11.33333333,39.75,1172.5,3865.0,6500.0,231.0,214.0,72.0,26000.0,13000.0,1900.0,2010.0,1851.0,908.0
Piston,True,False,375.0,39.5,13.25,46.33333333,2331.6,4965.0,8400.0,232.0,217.0,70.0,26000.0,10100.0,1575.0,2367.0,2130.0,553.0
Piston,True,False,325.0,36.33333333,11.41666667,44.08333333,1427.1,4238.0,6850.0,230.0,213.0,68.0,26900.0,14800.0,1450.0,2195.0,2485.0,875.0
Piston,True,False,300.0,36.08333333,11.66666667,39.91666667,683.4,4038.0,6300.0,229.0,210.0,70.0,26180.0,11320.0,1610.0,2220.0,1765.0,1180.0
Piston,True,False,300.0,35.66666667,11.58333333,39.75,683.4,3719.0,6300.0,227.0,209.0,69.0,26180.0,11320.0,1610.0,2220.0,1765.0,833.0
Piston,True,False,300.0,33.66666667,11.58333333,39.75,683.4,3674.0,6300.0,227.0,209.0,69.0,26180.0,11700.0,1610.0,2220.0,1765.0,1102.0
Piston,True,False,310.0,34.33333333,12.58333333,38.08333333,683.4,4184.0,5990.0,243.0,229.0,71.0,29800.0,15800.0,1650.0,2175.0,1850.0,1106.0
Piston,True,False,285.0,34.33333333,12.5,38.08333333,683.4,3730.0,5975.0,226.0,210.0,71.0,26500.0,12100.0,1500.0,2430.0,1840.0,1258.0
Piston,True,False,300.0,34.33333333,12.58333333,38.08333333,683.4,3963.0,5990.0,230.0,215.0,71.0,26800.0,11500.0,1400.0,2365.0,1850.0,928.0
Piston,True,False,285.0,29.5,10.33333333,36.75,683.4,3273.0,5300.0,239.0,226.0,64.0,29000.0,18800.0,1924.0,1515.0,1734.0,735.0
Piston,True,False,260.0,29.5,10.25,36.75,683.4,3260.0,5200.0,229.0,213.0,63.0,28100.0,16600.0,1820.0,1584.0,1910.0,735.0
Piston,True,False,260.0,29.41666667,10.25,36.75,683.4,3190.0,4990.0,230.0,204.0,68.0,28100.0,16600.0,1820.0,1890.0,2056.0,740.0
Piston,True,False,285.0,31.91666667,10.66666667,36.91666667,683.4,3723.0,5500.0,237.0,223.0,70.0,27400.0,17200.0,1700.0,1662.0,1790.0,517.0
Piston,True,False,285.0,29.5,10.33333333,36.75,683.4,3292.0,5500.0,238.0,225.0,67.0,28200.0,17550.0,1790.0,1662.0,1790.0,807.0
Piston,True,False,285.0,29.25,10.33333333,36.75,683.4,3292.0,5400.0,239.0,226.0,66.0,28600.0,18100.0,1862.0,1590.0,1790.0,807.0
Piston,True,False,285.0,31.91666667,10.66666667,36.91666667,683.4,3603.0,5500.0,207.0,194.0,70.0,19750.0,7400.0,1662.0,1700.0,1790.0,661.0
Piston,True,False,260.0,29.5,10.33333333,36.75,683.4,3214.0,5300.0,205.0,192.0,63.0,19500.0,6680.0,1495.0,1795.0,1697.0,680.0
Piston,True,False,260.0,29.16666667,10.33333333,36.75,683.4,3170.0,5200.0,206.0,193.0,62.0,19900.0,6850.0,1540.0,1716.0,1673.0,676.0
Piston,True,False,260.0,29.41666667,9.916666667,36.91666667,683.4,3125.0,5200.0,206.0,193.0,65.0,19900.0,6850.0,1540.0,1716.0,1582.0,676.0
Piston,True,False,260.0,29.5,9.916666667,36.91666667,683.4,3094.0,5100.0,207.0,194.0,65.0,20300.0,7500.0,1590.0,1640.0,1540.0,687.0
Piston,True,False,260.0,29.41666667,9.75,37.41666667,683.4,3063.0,5100.0,209.0,194.0,65.0,21100.0,7450.0,1690.0,1545.0,1900.0,687.0
Piston,True,False,260.0,29.41666667,9.75,36.75,683.4,3049.0,4990.0,210.0,191.0,73.0,21300.0,7450.0,1800.0,1395.0,1720.0,678.0
Piston,True,False,240.0,27.08333333,10.41666667,36.08333333,683.4,2850.0,4600.0,191.0,178.0,71.0,19500.0,7250.0,1700.0,1375.0,1710.0,640.0
Piston,True,False,250.0,30.41666667,13.33333333,38.83333333,1038.5,3305.0,5000.0,216.0,180.0,62.0,25000.0,13000.0,1480.0,1750.0,1450.0,835.0
Piston,True,False,225.0,29.83333333,9.166666667,38.16666667,1005.0,3184.0,4700.0,211.0,204.0,62.0,20000.0,18700.0,1170.0,1500.0,1675.0,939.0
Piston,True,False,210.0,29.83333333,9.166666667,38.16666667,603.0,3038.0,4630.0,207.0,200.0,62.0,20000.0,16500.0,1160.0,1675.0,1650.0,1080.0
Piston,True,False,210.0,29.83333333,9.333333333,38.16666667,623.1,2850.0,4630.0,200.0,194.0,61.0,29300.0,14400.0,1105.0,1675.0,1650.0,920.0
Piston,True,False,210.0,29.83333333,9.333333333,38.0,623.1,2815.0,4500.0,201.0,195.0,61.0,30100.0,16200.0,1155.0,1595.0,1650.0,920.0
Piston,True,False,210.0,29.83333333,9.333333333,38.0,623.1,2795.0,4500.0,201.0,195.0,59.0,30100.0,18600.0,1155.0,1595.0,1520.0,920.0
Piston,True,False,210.0,29.08333333,9.333333333,38.0,623.1,2785.0,4300.0,202.0,196.0,57.0,31000.0,20000.0,1250.0,1490.0,1500.0,920.0
Piston,True,False,210.0,29.75,9.333333333,38.16666667,603.0,2925.0,4630.0,172.0,169.0,61.0,16300.0,6900.0,940.0,1675.0,1650.0,1139.0
Piston,True,False,210.0,29.75,9.333333333,38.16666667,623.1,2695.0,4630.0,173.0,165.0,61.0,18000.0,5100.0,1100.0,1675.0,1650.0,920.0
Piston,True,False,210.0,29.75,9.333333333,38.16666667,623.1,2660.0,4440.0,173.0,166.0,60.0,19300.0,6500.0,1180.0,1565.0,1650.0,922.0
Piston,True,False,210.0,29.75,9.333333333,38.0,623.1,2655.0,4400.0,173.0,166.0,60.0,19500.0,6800.0,1200.0,1545.0,1650.0,920.0
Piston,True,False,210.0,29.75,9.333333333,38.0,623.1,2650.0,4400.0,173.0,166.0,58.0,19500.0,6800.0,1200.0,1545.0,1520.0,922.0
Piston,True,False,210.0,29.75,9.333333333,38.0,623.1,2615.0,4300.0,174.0,167.0,57.0,20000.0,7500.0,1250.0,1490.0,1500.0,922.0
Piston,True,False,210.0,29.75,9.333333333,38.0,623.1,2615.0,4200.0,174.0,167.0,55.0,20500.0,8200.0,1200.0,1435.0,1465.0,922.0
Piston,True,False,210.0,29.58333333,9.333333333,38.0,623.1,2320.0,3900.0,159.0,150.0,52.0,19000.0,8200.0,1300.0,1145.0,1395.0,880.0
Propjet,True,False,600.0,41.58333333,14.83333333,52.08333333,2224.4,4550.0,8750.0,,171.0,61.0,21900.0,Unknown,,2840.0,1740.0,
Propjet,Unknown,False,600.0,37.58333333,14.16666667,51.66666667,2224.4,3800.0,7300.0,183.0,,60.0,27600.0,Unknown,1215.0,1665.0,1550.0,
Propjet,Unknown,False,675.0,37.5,14.66666667,52.08333333,2244.5,3973.0,8000.0,182.0,154.0,61.0,25000.0,Unknown,1234.0,2053.0,1655.0,866.0
Propjet,Unknown,False,675.0,41.58333333,15.5,52.08333333,2244.5,4765.0,8750.0,186.0,154.0,61.0,23700.0,Unknown,975.0,2420.0,1880.0,810.0
Piston,Unknown,False,310.0,25.16666667,9.0,36.0,388.0,2350.0,3600.0,235.0,235.0,60.0,25000.0,Unknown,1400.0,,,1270.0
Piston,Unknown,False,325.0,28.33333333,9.666666667,38.83333333,569.5,2471.0,4100.0,224.0,212.0,55.0,25000.0,Unknown,1150.0,2110.0,1600.0,715.0
Piston,Unknown,False,310.0,28.16666667,9.666666667,36.75,603.0,2481.0,4000.0,201.0,191.0,58.0,23000.0,Unknown,945.0,2160.0,1500.0,661.0
Piston,Unknown,False,325.0,28.33333333,9.666666667,38.83333333,582.9,2320.0,4100.0,224.0,207.0,55.0,29000.0,Unknown,1150.0,2110.0,1600.0,715.0
Piston,Unknown,False,310.0,28.16666667,9.666666667,36.75,603.0,2303.0,4000.0,204.0,192.0,58.0,27000.0,Unknown,930.0,2160.0,1500.0,715.0
Piston,Unknown,False,310.0,28.16666667,9.416666667,36.75,603.0,2306.0,3800.0,204.0,197.0,57.0,28500.0,Unknown,1030.0,1900.0,1500.0,732.0
Piston,Unknown,False,285.0,28.25,9.666666667,36.75,603.0,2180.0,3800.0,205.0,187.0,57.0,28500.0,Unknown,930.0,2030.0,1500.0,732.0
Piston,Unknown,False,285.0,28.25,9.583333333,36.75,596.3,2050.0,3400.0,203.0,194.0,55.0,30200.0,Unknown,1115.0,1365.0,1355.0,739.0
Piston,Unknown,False,285.0,28.0,9.75,36.58333333,435.5,1965.0,3300.0,200.0,191.0,54.0,31300.0,Unknown,1280.0,1265.0,1340.0,539.0
Piston,Unknown,False,300.0,28.16666667,9.666666667,38.83333333,582.9,2220.0,3850.0,175.0,,53.0,16000.0,Unknown,1060.0,2050.0,1585.0,600.0
Piston,Unknown,False,300.0,28.16666667,9.666666667,36.75,603.0,2219.0,3800.0,174.0,170.0,57.0,17300.0,Unknown,950.0,2030.0,1500.0,600.0
Piston,Unknown,False,285.0,28.25,9.666666667,36.75,603.0,1960.0,3400.0,174.0,167.0,55.0,18300.0,Unknown,1000.0,1365.0,1355.0,760.0
Piston,Unknown,False,285.0,28.0,9.75,36.58333333,435.5,1865.0,3300.0,172.0,165.0,54.0,19900.0,Unknown,1115.0,1265.0,1340.0,640.0
Piston,Unknown,False,285.0,28.33333333,9.75,36.58333333,435.5,1860.0,3100.0,173.0,166.0,53.0,21000.0,Unknown,1210.0,1110.0,1275.0,640.0
Piston,Unknown,False,260.0,27.25,9.583333333,36.5,435.5,1780.0,3000.0,170.0,160.0,52.0,20300.0,Unknown,1270.0,1210.0,1110.0,680.0
Piston,Unknown,False,260.0,27.25,9.583333333,36.41666667,435.5,1740.0,2900.0,173.0,165.0,51.0,20700.0,Unknown,1300.0,1135.0,1190.0,700.0
Piston,Unknown,False,310.0,32.16666667,9.583333333,35.83333333,408.7,2254.0,3800.0,170.0,161.0,59.0,26000.0,Unknown,885.0,1860.0,1500.0,583.0
Piston,Unknown,False,300.0,32.16666667,9.583333333,35.83333333,408.7,2177.0,3800.0,150.0,143.0,59.0,13300.0,Unknown,810.0,1970.0,1500.0,612.0
Piston,Unknown,False,310.0,29.66666667,14.16666667,35.83333333,616.4,2404.0,3600.0,155.0,135.0,52.0,25600.0,Unknown,835.0,2790.0,1750.0,640.0
Piston,Unknown,False,285.0,28.5,13.91666667,35.83333333,435.5,2295.0,3600.0,157.0,143.0,50.0,24200.0,Unknown,950.0,2400.0,1610.0,626.0
Piston,Unknown,False,300.0,29.66666667,14.16666667,35.83333333,616.4,2342.0,3500.0,137.0,131.0,51.0,13900.0,Unknown,925.0,2820.0,1675.0,680.0
Piston,Unknown,False,300.0,29.66666667,14.08333333,35.83333333,408.7,2312.0,3500.0,136.0,130.0,53.0,13900.0,Unknown,855.0,2475.0,1570.0,580.0
Piston,Unknown,False,300.0,28.5,13.91666667,35.83333333,435.5,2200.0,3500.0,136.0,131.0,49.0,13900.0,Unknown,855.0,2475.0,1570.0,510.0
Piston,Unknown,False,300.0,28.5,13.91666667,36.83333333,435.5,2060.0,3500.0,136.0,131.0,,13900.0,Unknown,855.0,2475.0,1570.0,510.0
Piston,Unknown,False,285.0,28.66666667,9.666666667,35.83333333,435.5,2165.0,3300.0,145.0,132.0,61.0,23500.0,Unknown,920.0,,,626.0
Piston,Unknown,False,300.0,28.0,9.666666667,35.83333333,408.7,2133.0,3300.0,121.0,118.0,52.0,11500.0,Unknown,800.0,,,510.0
Piston,Unknown,False,300.0,28.66666667,9.666666667,35.83333333,435.5,2065.0,3300.0,121.0,119.0,52.0,11500.0,Unknown,800.0,,,510.0
Piston,Unknown,False,310.0,28.25,9.333333333,35.83333333,616.4,2066.0,3600.0,174.0,152.0,54.0,27000.0,Unknown,1010.0,1640.0,1395.0,640.0
Piston,Unknown,False,285.0,28.75,9.583333333,35.83333333,435.5,1935.0,3600.0,174.0,148.0,53.0,26300.0,Unknown,1030.0,1810.0,1395.0,580.0
Piston,Unknown,False,285.0,27.66666667,9.75,36.58333333,435.5,1795.0,3600.0,174.0,160.0,53.0,26300.0,Unknown,1030.0,1810.0,1395.0,627.0
Piston,Unknown,False,300.0,28.25,9.333333333,35.83333333,616.4,2002.0,3600.0,156.0,147.0,54.0,14800.0,Unknown,920.0,1780.0,1395.0,680.0
Piston,Unknown,False,300.0,28.66666667,9.583333333,36.58333333,435.5,1725.0,3600.0,151.0,143.0,53.0,14800.0,Unknown,920.0,1780.0,1395.0,510.0
Piston,Unknown,False,285.0,27.75,9.75,36.58333333,435.5,1795.0,3600.0,151.0,142.0,53.0,14800.0,Unknown,920.0,1810.0,1340.0,555.0
Piston,Unknown,False,285.0,27.75,9.75,36.58333333,435.5,1760.0,3300.0,154.0,144.0,52.0,16700.0,Unknown,1075.0,1265.0,1340.0,563.0
Piston,Unknown,False,285.0,28.25,9.666666667,36.58333333,435.5,1915.0,3600.0,174.0,160.0,53.0,26300.0,Unknown,1030.0,1810.0,1395.0,609.0
Piston,Unknown,False,310.0,28.25,9.333333333,36.0,616.4,2351.0,3600.0,178.0,150.0,54.0,27000.0,Unknown,1050.0,1740.0,1395.0,713.0
Piston,Unknown,False,300.0,28.25,9.333333333,36.0,616.4,2351.0,3600.0,151.0,142.0,54.0,15700.0,Unknown,988.0,1860.0,1395.0,713.0
Piston,Unknown,False,285.0,28.25,9.666666667,36.58333333,435.5,1820.0,3600.0,151.0,142.0,53.0,14800.0,Unknown,920.0,1810.0,1395.0,555.0
Piston,Unknown,False,285.0,28.16666667,9.666666667,36.5,435.5,1790.0,3300.0,154.0,143.0,52.0,16700.0,Unknown,1075.0,1265.0,1340.0,565.0
Piston,Unknown,False,260.0,27.25,9.583333333,36.5,435.5,1750.0,3300.0,145.0,138.0,50.0,16100.0,Unknown,965.0,1465.0,1510.0,515.0
